nome,preco,oferta,gramagem,categoria,data_ini,data_fim,source,date,supermarket,tablode_link,supermarket_latitude,supermarket_longitude
Pizza Seara sabores,15.99,17.9,440 g/460 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Azeite de oliva extravirgem português Oliveira da Serra,43.99,46.99,500 ml,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Atum sólido Gomes da Costa,9.99,11.79,170 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Azeitona verde La Violetera,4.99,6.49,80 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Batata AirFryer McCain,17.99,21.9,600 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Sprite lemon fresh,3.19,3.69,510 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Água mineral Crystal,3.19,3.49,1.5 litro,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Energético Monster,8.49,9.49,473 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Água de coco Taeq,10.99,13.29,1 litro,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Isotônico Powerade,3.99,4.79,500 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Chá Lipton,7.69,8.19,1.5 litro,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Lava-louças gel concentrado Limpol,5.99,8.19,400g,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Limpador Veja Perfumes,8.49,10.97,1 litro,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Limpador multiuso Veja Perfumes,5.99,7.55,500 ml,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Detergente em pó concentrado Tixan Ypê,12.99,14.55,800g,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Amaciante de roupas concentrado Confort,17.99,22.99,1 litro,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Lava-roupas concentrado Ariel Líquido,15.99,26.49,900 ml,Limpeza,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Papel higiênico Personal Vip compacto,17.99,22.49,12 rolos de 30m cada,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Fralda descartável Huggies Supreme Care,42.99,75.9,Mega tamanhos,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Pack toalha umedecida Huggies,39.99,53.97,4 pacotes,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Shampoo Dove,21.99,23.99,400 ml,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Pack sabonete Dove,19.99,24.95,6 unidades de 90g cada,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Creme dental Colgate Tripla Ação,3.99,5.29,90g,Higiene,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Alimento úmido para cães Pedigree/gatos Whiskas,2.79,3.35,100g,Pet,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Areia higiênica para gatos Pipicat Classic,13.99,14.99,4kg,Pet,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4.jpg,,
Cerveja Blue Moon,7.99,,350 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Cerveja Patagonia IPA,5.59,,350 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Cerveja Patagonia amber lager,5.59,,350 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Cerveja Lagunitas IPA,8.99,,355 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Smirnoff Ice,7.49,A partir de 3 unidades,275 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Gin inglês Tanqueray,109.99,,750 ml,Bebidas Alcoólicas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Pão para hambúrguer Qualitá,4.99,20% de desconto,200 g,Padaria,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Carne moída de acém Qualitá,23.9,20% de desconto,500 g,Carnes,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Batata frita Lay's clássica ou salgadinho Doritos,6.99,50% de desconto na 2ª unidade,70 g ou 75 g,Snacks,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Biscoito Tostines Nestlé,4.49,,200 g,Biscoitos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Chocolate mini Trento,13.99,,192 g,Chocolates,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Biscoito Choco Biscuit Bauducco,6.49,,80 g,Biscoitos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Bala de gelatina Fini Beijos,6.39,15% de desconto,90 g,Doces,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Chocolate em tablete Hershey's,5.2,Leve 4 Pague 3,92 g,Chocolates,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Chocolate com biscoito Twix,2.6,Leve 3 Pague 2,40 g,Chocolates,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
"Bala Mentos rainbow, mint ou fruit stick",1.99,Leve 3 Pague 2,37.5 g,Doces,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Bis Xtra sabores,2.39,Leve 4 Pague 3,45 g,Chocolates,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Guaraná Antarctica,2.99,,350 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Iogurte líquido Danone,2.99,,170 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Ketchup Heinz tradicional,14.99,,397 g,Condimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Mostarda Heinz,15.99,,255 g,Condimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Maionese Heinz,13.99,,390 g,Condimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Molho Heinz tradicional,3.29,,300 g,Condimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Milho-verde Quero lata,3.99,,170 g,Conservas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Ervilha Quero,3.59,50% de desconto na 2ª unidade,170 g,Conservas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1.jpg,,
Cerveja Coronita,4.49,2 por 2.69,210 ml,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Cerveja Budweiser,3.99,2 por 2.69,269 ml,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Cerveja Spaten,4.49,,350 ml,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Vinho chileno tinto Tres Medallas cabernet sauvignon,41.39,10% de desconto,750 ml,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Skol Beats Senses ou Tropical,6.57,Leve 6 Pague 5,269 ml,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Whisky escocês Ballantine's Finest,79.99,,1 litro,Bebidas alcoólicas,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Pão para hot dog Qualitá,3.39,20% de desconto,200 g,Padaria,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Salsicha hot dog Seara,10.99,,500 g,Frios,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Ketchup Heinz tradicional,13.79,,397 g,Condimentos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Maionese Heinz,14.99,,390 g,Condimentos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Mostarda Heinz,14.99,,255 g,Condimentos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Chocolate em tablete Hershey's Special Dark,11.99,Leve 4 Pague 3,85 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Batata frita Lay's clássica,7.11,50% de desconto na 2ª unidade,80 g,Salgadinhos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Salgadinho Doritos queijo nacho,7.49,50% de desconto na 2ª unidade,75 g,Salgadinhos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Salgadinho Takis,7.49,50% de desconto na 2ª unidade,90 g,Salgadinhos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bala de gelatina Fini,9.29,,110 g,Doces,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Chocolate com biscoito Twix,3.06,50% de desconto na 2ª unidade,40 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bala Bubbaloo,4.99,,75 g,Doces,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Goma de mascar Trident,1.99,,8 g,Doces,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Chocolate Kit Kat Nestlé,3.51,Leve 4 Pague 3,41.5 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Biscoito recheado Oreo,3.89,,90 g,Biscoitos,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bis Lacta,5.99,,100.8 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bis Xtra ao leite ou Oreo,2.99,,45 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Chocolate em tablete Lacta,6.21,Leve 4 Pague 3,80 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bala drops Halls,1.92,,28 g,Doces,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Bombom Sonho de Valsa ou Ouro Branco,1.43,,20 g,Chocolates,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/1_old.jpg,,
Pão de forma Qualitá,6.19,+20% com cartão do DIA,500g,Padaria,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Bebida láctea Qualitá,8.49,,850g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Néctar Qualitá,6.29,,1 litro,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Salgadinho de milho Qualitá,4.75,,100g,Snacks,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Bacon em pedaço Qualitá,12.9,,200g,Carnes,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Macarrão instantâneo Nissin Lámen,2.59,,85g,Alimentos,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Peito de Frango empanado Chikenitos Supreme Seara,9.99,,300g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Hambúrguer Seara Texas Burger,17.99,,672g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Minilasanha Sadia,11.89,,350g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Pizza congelada Sadia,17.99,,460g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Nuggets de Frango Sadia,7.99,,300g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Azeite de oliva extravirgem Borges,43.69,,500ml,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Molho de tomate Hemmer,2.79,,300g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Milho-verde Knorr,3.96,50% de desconto na 2ª unidade,170g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Ervilha Knorr,3.74,50% de desconto na 2ª unidade,170g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Palmito pupunha inteiro Qualitá,21.99,+20% com cartão do DIA,270g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Atum sólido Gomes da Costa,10.39,,170g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Doce de leite La Serenissima,17.99,,400g,Mercearia,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Pepsi ou Pepsi Black,7.69,,3 litros,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Água mineral Minablu,2.99,,1.5 litros,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Energético Red Bull,8.49,,250ml,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Água de coco Taeq,10.99,,1 litro,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Isotônico Gatorade,4.99,,500ml,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Suco Del Valle 100% Suco,9.99,,1 litro,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3_old.jpg,,
Suco Natural One,14.99,,900 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Iogurte líquido Danone Kids,11.99,,800 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Cereal Nescau Nestlé,4.79,Leve 3 Pague 2,120 g,Cereais,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Café torrado e moído Melitta,20.99,,500 g,Café,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Achocolatado líquido Toddynho,1.99,,200 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Chips de queijo,4.79,,100 g,Snacks,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
